"State 
FIPS 
code","Group 
code",State,Population group,Civilian non-institutional population,Civilian labor force total,Civilian labor force percent,Employed total,Employed Percent of population,Unemployed total,Rate,Error range of rate(1),,
31,33,Nebraska,"Women, 16 to 19 years",46    ,30    ,63.9    ,28    ,59.8    ,2    ,6.3    ,3 – 9.6,,
31,34,Nebraska,"Women, 20 to 24 years",63    ,49    ,78.1    ,46    ,73.5    ,3    ,6.0    ,3.4 – 8.6,,
31,35,Nebraska,"Women, 25 to 34 years",115    ,97    ,84.0    ,93    ,80.9    ,4    ,3.7    ,2.2 – 5.2,,
31,36,Nebraska,"Women, 35 to 44 years",111    ,93    ,83.9    ,89    ,79.8    ,4    ,4.8    ,3.1 – 6.5,,
31,37,Nebraska,"Women, 45 to 54 years",132    ,110    ,83.1    ,106    ,80.1    ,4    ,3.6    ,2.3 – 4.9,,
31,38,Nebraska,"Women, 55 to 64 years",101    ,72    ,71.6    ,71    ,70.2    ,1    ,1.9    ,0.7 – 3.1,,
31,39,Nebraska,"Women, 65 years and over",126    ,19    ,15.1    ,19    ,14.7    ,1    ,3.1    ,0.1 – 6.1,,
31,40,Nebraska,"White, 16 to 19 years",92    ,51    ,55.4    ,46    ,50.0    ,5    ,9.7    ,6.6 – 12.8,,
31,41,Nebraska,"White, 20 to 24 years",106    ,86    ,81.4    ,80    ,75.8    ,6    ,6.8    ,4.8 – 8.8,,
31,42,Nebraska,"White, 25 to 34 years",207    ,185    ,89.6    ,179    ,86.7    ,6    ,3.1    ,2.1 – 4.1,,
31,43,Nebraska,"White, 35 to 44 years",204    ,182    ,89.2    ,174    ,85.4    ,8    ,4.3    ,3.2 – 5.4,,
31,44,Nebraska,"White, 45 to 54 years",247    ,215    ,87.0    ,206    ,83.5    ,9    ,4.0    ,3 – 5,,
31,45,Nebraska,"White, 55 to 64 years",188    ,143    ,75.9    ,138    ,73.3    ,5    ,3.4    ,2.3 – 4.5,,
31,46,Nebraska,"White, 65 years and over",216    ,46    ,21.3    ,45    ,20.8    ,1    ,2.4    ,0.7 – 4.1,,
31,63,Nebraska,"Hispanic or Latino ethnicity, 25 to 34 years",25    ,20    ,80.4    ,19    ,76.4    ,1    ,4.9    ,3.8 – 6,,
31,64,Nebraska,"Hispanic or Latino ethnicity, 35 to 44 years",23    ,21    ,89.9    ,19    ,83.8    ,1    ,6.8    ,( 2 ) – ( 2 ),,
32,01,Nevada,Total,"2,001    ","1,352    ",67.6    ,"1,199    ",59.9    ,153    ,11.3    ,10.4 – 12.2,,
32,02,Nevada,Men,"1,009    ",754    ,74.7    ,655    ,64.9    ,98    ,13.0    ,11.8 – 14.2,,
32,03,Nevada,Women,991    ,598    ,60.4    ,544    ,54.8    ,55    ,9.2    ,8 – 10.4,,
32,04,Nevada,White,"1,622    ","1,098    ",67.7    ,975    ,60.1    ,123    ,11.2    ,10.3 – 12.1,,
32,05,Nevada,"White, men",831    ,624    ,75.1    ,543    ,65.3    ,82    ,13.1    ,11.8 – 14.4,,
32,06,Nevada,"White, women",791    ,474    ,59.9    ,432    ,54.6    ,42    ,8.8    ,7.5 – 10.1,,
32,07,Nevada,Black or African American,152    ,101    ,66.0    ,83    ,54.7    ,17    ,17.1    ,( 2 ) – ( 2 ),,
32,08,Nevada,"Black or African American, men",68    ,50    ,72.9    ,41    ,59.6    ,9    ,18.2    ,( 2 ) – ( 2 ),,
32,09,Nevada,"Black or African American, women",84    ,51    ,60.4    ,43    ,50.8    ,8    ,16.0    ,( 2 ) – ( 2 ),,
32,10,Nevada,Asian,143    ,100    ,70.3    ,94    ,66.0    ,6    ,6.2    ,4.6 – 7.8,,
32,11,Nevada,"Asian, men",64    ,49    ,76.2    ,46    ,71.3    ,3    ,6.4    ,4.8 – 8,,
32,12,Nevada,"Asian, women",78    ,51    ,65.5    ,48    ,61.6    ,3    ,6.0    ,4.4 – 7.6,,
32,13,Nevada,Hispanic or Latino ethnicity,390    ,279    ,71.5    ,233    ,59.6    ,47    ,16.7    ,14.9 – 18.5,,
32,14,Nevada,"Hispanic or Latino ethnicity, men",206    ,168    ,81.5    ,136    ,65.9    ,32    ,19.1    ,16.8 – 21.4,,
32,15,Nevada,"Hispanic or Latino ethnicity, women",185    ,112    ,60.4    ,97    ,52.5    ,15    ,13.1    ,10.6 – 15.6,,
32,16,Nevada,"Married men, spouse present",522    ,404    ,77.4    ,362    ,69.2    ,43    ,10.5    ,9 – 12,,
32,17,Nevada,"Married women, spouse present",490    ,292    ,59.7    ,273    ,55.7    ,19    ,6.7    ,5.2 – 8.2,,
32,18,Nevada,Women who maintain families,121    ,88    ,72.6    ,78    ,64.1    ,10    ,11.6    ,8.3 – 14.9,,
32,19,Nevada,"Total, 16 to 19 years",131    ,47    ,35.9    ,32    ,24.6    ,15    ,31.5    ,26 – 37,,
32,20,Nevada,"Total, 20 to 24 years",149    ,114    ,76.7    ,96    ,64.8    ,18    ,15.6    ,12.4 – 18.8,,
32,21,Nevada,"Total, 25 to 34 years",391    ,324    ,82.8    ,291    ,74.5    ,33    ,10.1    ,8.5 – 11.7,,
32,22,Nevada,"Total, 35 to 44 years",369    ,311    ,84.4    ,278    ,75.4    ,33    ,10.6    ,8.9 – 12.3,,
32,23,Nevada,"Total, 45 to 54 years",365    ,301    ,82.4    ,269    ,73.9    ,31    ,10.4    ,8.7 – 12.1,,
32,24,Nevada,"Total, 55 to 64 years",292    ,189    ,64.6    ,171    ,58.6    ,18    ,9.3    ,7.2 – 11.4,,
32,25,Nevada,"Total, 65 years and over",305    ,66    ,21.8    ,60    ,19.8    ,6    ,9.3    ,5.8 – 12.8,,
32,26,Nevada,"Men, 16 to 19 years",71    ,26    ,36.2    ,17    ,23.4    ,9    ,35.6    ,28.4 – 42.8,,
32,27,Nevada,"Men, 20 to 24 years",75    ,64    ,84.8    ,52    ,68.6    ,12    ,19.2    ,14.6 – 23.8,,
32,28,Nevada,"Men, 25 to 34 years",199    ,186    ,93.9    ,164    ,82.7    ,22    ,11.9    ,9.6 – 14.2,,
32,29,Nevada,"Men, 35 to 44 years",192    ,177    ,92.0    ,156    ,81.3    ,21    ,11.7    ,9.3 – 14.1,,
32,30,Nevada,"Men, 45 to 54 years",184    ,164    ,89.0    ,144    ,78.3    ,20    ,12.1    ,9.6 – 14.6,,
32,31,Nevada,"Men, 55 to 64 years",152    ,102    ,67.4    ,92    ,60.6    ,10    ,10.2    ,7.3 – 13.1,,
32,32,Nevada,"Men, 65 years and over",137    ,35    ,25.4    ,31    ,22.6    ,4    ,11.0    ,5.9 – 16.1,,
32,33,Nevada,"Women, 16 to 19 years",60    ,21    ,35.6    ,16    ,26.1    ,6    ,26.7    ,18.4 – 35,,
32,34,Nevada,"Women, 20 to 24 years",73    ,50    ,68.4    ,45    ,60.9    ,6    ,11.0    ,6.7 – 15.3,,
32,35,Nevada,"Women, 25 to 34 years",192    ,138    ,71.5    ,127    ,66.0    ,11    ,7.7    ,5.4 – 10,,
32,36,Nevada,"Women, 35 to 44 years",177    ,135    ,76.1    ,122    ,69.1    ,12    ,9.2    ,6.8 – 11.6,,
32,37,Nevada,"Women, 45 to 54 years",181    ,137    ,75.7    ,125    ,69.4    ,11    ,8.2    ,5.9 – 10.5,,
32,38,Nevada,"Women, 55 to 64 years",140    ,87    ,61.6    ,79    ,56.6    ,7    ,8.2    ,5.3 – 11.1,,
32,39,Nevada,"Women, 65 years and over",168    ,32    ,18.9    ,29    ,17.5    ,2    ,7.4    ,2.8 – 12,,
32,40,Nevada,"White, 16 to 19 years",100    ,38    ,38.4    ,27    ,26.6    ,12    ,30.6    ,24.5 – 36.7,,
32,41,Nevada,"White, 20 to 24 years",115    ,90    ,78.3    ,76    ,66.1    ,14    ,15.6    ,12 – 19.2,,
32,42,Nevada,"White, 25 to 34 years",306    ,254    ,83.1    ,231    ,75.6    ,23    ,9.0    ,7.2 – 10.8,,
32,43,Nevada,"White, 35 to 44 years",303    ,255    ,83.9    ,227    ,75.0    ,27    ,10.7    ,8.8 – 12.6,,
32,44,Nevada,"White, 45 to 54 years",298    ,245    ,82.2    ,218    ,73.3    ,27    ,10.8    ,8.9 – 12.7,,
32,45,Nevada,"White, 55 to 64 years",245    ,160    ,65.3    ,144    ,59.0    ,15    ,9.7    ,7.4 – 12,,
32,46,Nevada,"White, 65 years and over",255    ,56    ,22.0    ,51    ,19.9    ,6    ,9.8    ,5.9 – 13.7,,
32,49,Nevada,"Black or African American, 25 to 34 years",36    ,31    ,86.3    ,25    ,68.8    ,6    ,20.3    ,( 2 ) – ( 2 ),,
32,50,Nevada,"Black or African American, 35 to 44 years",31    ,26    ,84.7    ,23    ,73.4    ,3    ,13.3    ,( 2 ) – ( 2 ),,
32,51,Nevada,"Black or African American, 45 to 54 years",23    ,18    ,78.3    ,15    ,68.4    ,2    ,12.6    ,( 2 ) – ( 2 ),,
32,56,Nevada,"Asian, 25 to 34 years",31    ,24    ,78.1    ,23    ,73.7    ,1    ,5.7    ,3.8 – 7.6,,
32,57,Nevada,"Asian, 35 to 44 years",20    ,17    ,86.5    ,16    ,79.2    ,1    ,8.4    ,( 2 ) – ( 2 ),,
32,58,Nevada,"Asian, 45 to 54 years",32    ,28    ,87.6    ,26    ,82.8    ,2    ,5.6    ,3.7 – 7.5,,
32,59,Nevada,"Asian, 55 to 64 years",24    ,18    ,75.1    ,17    ,71.2    ,1    ,5.1    ,2.8 – 7.4,,
32,61,Nevada,"Hispanic or Latino ethnicity, 16 to 19 years",38    ,15    ,40.6    ,9    ,24.8    ,6    ,38.8    ,32 – 45.6,,
32,62,Nevada,"Hispanic or Latino ethnicity, 20 to 24 years",39    ,29    ,75.2    ,22    ,56.2    ,7    ,25.3    ,19.7 – 30.9,,
32,63,Nevada,"Hispanic or Latino ethnicity, 25 to 34 years",97    ,79    ,81.3    ,68    ,70.0    ,11    ,13.8    ,10.8 – 16.8,,
32,64,Nevada,"Hispanic or Latino ethnicity, 35 to 44 years",97    ,78    ,80.5    ,66    ,68.7    ,11    ,14.7    ,11.6 – 17.8,,
32,65,Nevada,"Hispanic or Latino ethnicity, 45 to 54 years",61    ,50    ,81.5    ,42    ,69.5    ,7    ,14.8    ,11 – 18.6,,
32,66,Nevada,"Hispanic or Latino ethnicity, 55 to 64 years",33    ,22    ,66.7    ,19    ,58.8    ,3    ,11.9    ,6.6 – 17.2,,
33,01,New Hampshire,Total,"1,056    ",743    ,70.3    ,695    ,65.8    ,48    ,6.4    ,5.9 – 6.9,,
33,02,New Hampshire,Men,517    ,389    ,75.3    ,361    ,69.9    ,28    ,7.2    ,6.5 – 7.9,,
33,03,New Hampshire,Women,540    ,353    ,65.5    ,334    ,61.8    ,20    ,5.6    ,5 – 6.2,,
33,04,New Hampshire,White,"1,012    ",712    ,70.3    ,667    ,65.9    ,45    ,6.3    ,5.8 – 6.8,,
33,05,New Hampshire,"White, men",493    ,371    ,75.2    ,345    ,69.9    ,26    ,7.1    ,6.4 – 7.8,,
33,06,New Hampshire,"White, women",518    ,340    ,65.7    ,322    ,62.0    ,19    ,5.5    ,4.9 – 6.1,,
33,07,New Hampshire,Black or African American,12    ,8    ,64.8    ,6    ,52.4    ,1    ,19.0    ,12.2 – 25.8,,
33,10,New Hampshire,Asian,19    ,13    ,69.9    ,13    ,67.4    ,( 3 ),3.7    ,1.1 – 6.3,,
33,11,New Hampshire,"Asian, men",9    ,7    ,78.9    ,7    ,76.1    ,( 3 ),3.5    ,0.1 – 6.9,,
33,12,New Hampshire,"Asian, women",10    ,6    ,61.9    ,6    ,59.5    ,( 3 ),3.9    ,( 2 ) – ( 2 ),,
33,13,New Hampshire,Hispanic or Latino ethnicity,18    ,13    ,70.2    ,11    ,62.5    ,1    ,11.0    ,6.7 – 15.3,,
33,14,New Hampshire,"Hispanic or Latino ethnicity, men",10    ,7    ,76.5    ,6    ,67.4    ,1    ,11.9    ,6.1 – 17.7,,
33,15,New Hampshire,"Hispanic or Latino ethnicity, women",9    ,5    ,63.3    ,5    ,57.1    ,1    ,9.9    ,3.6 – 16.2,,
33,16,New Hampshire,"Married men, spouse present",297    ,234    ,78.8    ,223    ,75.2    ,11    ,4.5    ,3.8 – 5.2,,
33,17,New Hampshire,"Married women, spouse present",298    ,203    ,68.4    ,196    ,65.7    ,8    ,3.9    ,3.2 – 4.6,,
33,18,New Hampshire,Women who maintain families,45    ,35    ,76.2    ,32    ,70.0    ,3    ,8.2    ,5.9 – 10.5,,
33,19,New Hampshire,"Total, 16 to 19 years",72    ,33    ,46.0    ,27    ,37.5    ,6    ,18.5    ,15.5 – 21.5,,
33,20,New Hampshire,"Total, 20 to 24 years",81    ,60    ,74.3    ,55    ,67.4    ,6    ,9.4    ,7.6 – 11.2,,
33,21,New Hampshire,"Total, 25 to 34 years",155    ,134    ,86.7    ,125    ,81.2    ,9    ,6.4    ,5.4 – 7.4,,
33,22,New Hampshire,"Total, 35 to 44 years",186    ,163    ,88.0    ,155    ,83.3    ,9    ,5.3    ,4.4 – 6.2,,
33,23,New Hampshire,"Total, 45 to 54 years",222    ,193    ,86.9    ,182    ,82.0    ,11    ,5.6    ,4.8 – 6.4,,
33,24,New Hampshire,"Total, 55 to 64 years",172    ,124    ,72.1    ,118    ,68.6    ,6    ,4.9    ,3.9 – 5.9,,
33,25,New Hampshire,"Total, 65 years and over",169    ,35    ,20.7    ,33    ,19.6    ,2    ,5.3    ,3.4 – 7.2,,
33,26,New Hampshire,"Men, 16 to 19 years",37    ,17    ,45.1    ,13    ,35.7    ,4    ,20.8    ,16.5 – 25.1,,
33,27,New Hampshire,"Men, 20 to 24 years",38    ,28    ,74.1    ,25    ,65.2    ,3    ,12.0    ,9.1 – 14.9,,
33,28,New Hampshire,"Men, 25 to 34 years",78    ,73    ,93.6    ,67    ,86.4    ,6    ,7.7    ,6.2 – 9.2,,
33,29,New Hampshire,"Men, 35 to 44 years",92    ,87    ,93.8    ,82    ,89.0    ,4    ,5.1    ,3.9 – 6.3,,
33,30,New Hampshire,"Men, 45 to 54 years",110    ,101    ,91.3    ,95    ,85.7    ,6    ,6.1    ,4.9 – 7.3,,
33,31,New Hampshire,"Men, 55 to 64 years",85    ,64    ,75.5    ,60    ,71.2    ,4    ,5.7    ,4.3 – 7.1,,
33,32,New Hampshire,"Men, 65 years and over",76    ,20    ,26.1    ,19    ,24.5    ,1    ,6.3    ,3.6 – 9,,
33,33,New Hampshire,"Women, 16 to 19 years",35    ,16    ,47.0    ,14    ,39.4    ,3    ,16.1    ,12 – 20.2,,
33,34,New Hampshire,"Women, 20 to 24 years",43    ,32    ,74.6    ,30    ,69.3    ,2    ,7.1    ,4.9 – 9.3,,
33,35,New Hampshire,"Women, 25 to 34 years",77    ,61    ,79.7    ,58    ,75.9    ,3    ,4.8    ,3.4 – 6.2,,
33,36,New Hampshire,"Women, 35 to 44 years",93    ,77    ,82.3    ,73    ,77.7    ,4    ,5.5    ,4.2 – 6.8,,
33,37,New Hampshire,"Women, 45 to 54 years",111    ,92    ,82.4    ,87    ,78.3    ,5    ,5.0    ,3.9 – 6.1,,
33,38,New Hampshire,"Women, 55 to 64 years",87    ,60    ,68.9    ,57    ,66.0    ,2    ,4.1    ,2.8 – 5.4,,
33,39,New Hampshire,"Women, 65 years and over",93    ,15    ,16.4    ,15    ,15.7    ,1    ,4.1    ,1.6 – 6.6,,
33,40,New Hampshire,"White, 16 to 19 years",68    ,32    ,46.3    ,26    ,38.1    ,6    ,17.9    ,14.8 – 21,,
33,41,New Hampshire,"White, 20 to 24 years",77    ,57    ,74.3    ,52    ,67.4    ,5    ,9.3    ,7.4 – 11.2,,
33,42,New Hampshire,"White, 25 to 34 years",144    ,126    ,87.5    ,118    ,82.0    ,8    ,6.3    ,5.2 – 7.4,,
33,43,New Hampshire,"White, 35 to 44 years",177    ,156    ,88.1    ,148    ,83.6    ,8    ,5.2    ,4.3 – 6.1,,
33,44,New Hampshire,"White, 45 to 54 years",215    ,187    ,87.0    ,176    ,82.1    ,10    ,5.5    ,4.7 – 6.3,,
33,45,New Hampshire,"White, 55 to 64 years",166    ,120    ,72.4    ,114    ,68.7    ,6    ,5.0    ,4 – 6,,
33,46,New Hampshire,"White, 65 years and over",165    ,34    ,20.8    ,33    ,19.7    ,2    ,5.1    ,3.2 – 7,,
34,01,New Jersey,Total,"6,780    ","4,554    ",67.2    ,"4,138    ",61.0    ,416    ,9.1    ,8.5 – 9.7,,
34,02,New Jersey,Men,"3,269    ","2,419    ",74.0    ,"2,188    ",66.9    ,232    ,9.6    ,8.8 – 10.4,,
34,03,New Jersey,Women,"3,512    ","2,134    ",60.8    ,"1,950    ",55.5    ,184    ,8.6    ,7.8 – 9.4,,
34,04,New Jersey,White,"5,207    ","3,529    ",67.8    ,"3,233    ",62.1    ,296    ,8.4    ,7.8 – 9,,
34,05,New Jersey,"White, men","2,517    ","1,873    ",74.4    ,"1,710    ",68.0    ,163    ,8.7    ,7.8 – 9.6,,
34,06,New Jersey,"White, women","2,690    ","1,656    ",61.6    ,"1,523    ",56.6    ,133    ,8.0    ,7.1 – 8.9,,
34,07,New Jersey,Black or African American,907    ,589    ,64.9    ,505    ,55.7    ,84    ,14.2    ,12.4 – 16,,
34,08,New Jersey,"Black or African American, men",406    ,287    ,70.7    ,236    ,58.2    ,50    ,17.6    ,14.8 – 20.4,,
34,09,New Jersey,"Black or African American, women",501    ,302    ,60.2    ,268    ,53.6    ,33    ,11.0    ,8.7 – 13.3,,
34,10,New Jersey,Asian,575    ,376    ,65.5    ,348    ,60.5    ,28    ,7.5    ,5.8 – 9.2,,
34,11,New Jersey,"Asian, men",289    ,219    ,75.9    ,203    ,70.4    ,16    ,7.3    ,5 – 9.6,,
34,12,New Jersey,"Asian, women",286    ,157    ,54.9    ,144    ,50.5    ,12    ,7.9    ,5.2 – 10.6,,
34,13,New Jersey,Hispanic or Latino ethnicity,"1,117    ",813    ,72.8    ,719    ,64.4    ,94    ,11.6    ,10.1 – 13.1,,
34,14,New Jersey,"Hispanic or Latino ethnicity, men",585    ,479    ,81.9    ,421    ,72.1    ,57    ,12.0    ,10.1 – 13.9,,
34,15,New Jersey,"Hispanic or Latino ethnicity, women",532    ,334    ,62.8    ,298    ,55.9    ,37    ,11.0    ,8.8 – 13.2,,
34,16,New Jersey,"Married men, spouse present","1,803    ","1,430    ",79.3    ,"1,342    ",74.4    ,87    ,6.1    ,5.3 – 6.9,,
34,17,New Jersey,"Married women, spouse present","1,671    ","1,071    ",64.1    ,"1,002    ",59.9    ,69    ,6.4    ,5.4 – 7.4,,
34,18,New Jersey,Women who maintain families,410    ,288    ,70.3    ,259    ,63.1    ,29    ,10.1    ,7.8 – 12.4,,
34,19,New Jersey,"Total, 16 to 19 years",495    ,147    ,29.7    ,115    ,23.3    ,32    ,21.6    ,17.5 – 25.7,,
34,20,New Jersey,"Total, 20 to 24 years",543    ,395    ,72.7    ,344    ,63.5    ,50    ,12.7    ,10.6 – 14.8,,
34,21,New Jersey,"Total, 25 to 34 years","1,084    ",912    ,84.1    ,806    ,74.4    ,106    ,11.6    ,10.2 – 13,,
34,22,New Jersey,"Total, 35 to 44 years","1,188    ","1,024    ",86.2    ,950    ,80.0    ,74    ,7.2    ,6.1 – 8.3,,
34,23,New Jersey,"Total, 45 to 54 years","1,361    ","1,146    ",84.2    ,"1,053    ",77.4    ,92    ,8.1    ,7 – 9.2,,
34,24,New Jersey,"Total, 55 to 64 years",991    ,705    ,71.1    ,661    ,66.7    ,43    ,6.2    ,5 – 7.4,,
34,25,New Jersey,"Total, 65 years and over","1,118    ",225    ,20.1    ,207    ,18.5    ,18    ,8.1    ,5.7 – 10.5,,
34,26,New Jersey,"Men, 16 to 19 years",228    ,70    ,30.8    ,55    ,24.1    ,15    ,21.8    ,15.9 – 27.7,,
34,27,New Jersey,"Men, 20 to 24 years",264    ,195    ,74.0    ,173    ,65.4    ,23    ,11.7    ,8.8 – 14.6,,
34,28,New Jersey,"Men, 25 to 34 years",567    ,512    ,90.2    ,443    ,78.1    ,68    ,13.3    ,11.4 – 15.2,,
34,29,New Jersey,"Men, 35 to 44 years",596    ,568    ,95.3    ,529    ,88.8    ,39    ,6.8    ,5.4 – 8.2,,
34,30,New Jersey,"Men, 45 to 54 years",658    ,590    ,89.7    ,533    ,81.0    ,57    ,9.7    ,8.1 – 11.3,,
34,31,New Jersey,"Men, 55 to 64 years",475    ,370    ,77.8    ,351    ,73.8    ,19    ,5.1    ,3.6 – 6.6,,
34,32,New Jersey,"Men, 65 years and over",480    ,114    ,23.8    ,104    ,21.6    ,11    ,9.4    ,5.9 – 12.9,,
34,33,New Jersey,"Women, 16 to 19 years",267    ,77    ,28.8    ,60    ,22.6    ,17    ,21.5    ,15.9 – 27.1,,
34,34,New Jersey,"Women, 20 to 24 years",279    ,199    ,71.5    ,172    ,61.7    ,27    ,13.8    ,10.7 – 16.9,,
34,35,New Jersey,"Women, 25 to 34 years",516    ,400    ,77.5    ,363    ,70.3    ,37    ,9.3    ,7.4 – 11.2,,
34,36,New Jersey,"Women, 35 to 44 years",592    ,457    ,77.1    ,421    ,71.1    ,36    ,7.8    ,6.2 – 9.4,,
34,37,New Jersey,"Women, 45 to 54 years",703    ,556    ,79.0    ,520    ,74.0    ,35    ,6.3    ,5 – 7.6,,
34,38,New Jersey,"Women, 55 to 64 years",516    ,335    ,64.9    ,310    ,60.1    ,25    ,7.4    ,5.5 – 9.3,,
34,39,New Jersey,"Women, 65 years and over",638    ,111    ,17.4    ,103    ,16.2    ,8    ,6.8    ,3.7 – 9.9,,
34,40,New Jersey,"White, 16 to 19 years",354    ,117    ,33.0    ,95    ,26.7    ,22    ,19.0    ,14.6 – 23.4,,
34,41,New Jersey,"White, 20 to 24 years",407    ,307    ,75.4    ,267    ,65.7    ,40    ,12.9    ,10.5 – 15.3,,
34,42,New Jersey,"White, 25 to 34 years",792    ,682    ,86.1    ,617    ,78.0    ,65    ,9.5    ,8 – 11,,
34,43,New Jersey,"White, 35 to 44 years",866    ,759    ,87.6    ,708    ,81.8    ,51    ,6.7    ,5.5 – 7.9,,
34,44,New Jersey,"White, 45 to 54 years","1,073    ",913    ,85.0    ,844    ,78.6    ,69    ,7.5    ,6.4 – 8.6,,
34,45,New Jersey,"White, 55 to 64 years",782    ,571    ,73.1    ,536    ,68.5    ,36    ,6.3    ,5 – 7.6,,
34,46,New Jersey,"White, 65 years and over",933    ,181    ,19.4    ,166    ,17.8    ,15    ,8.3    ,5.6 – 11,,
34,48,New Jersey,"Black or African American, 20 to 24 years",85    ,61    ,71.5    ,53    ,62.6    ,8    ,12.3    ,7 – 17.6,,
34,49,New Jersey,"Black or African American, 25 to 34 years",162    ,133    ,82.0    ,101    ,62.0    ,32    ,24.4    ,19.9 – 28.9,,
34,50,New Jersey,"Black or African American, 35 to 44 years",182    ,149    ,81.8    ,134    ,73.6    ,15    ,9.9    ,6.8 – 13,,
34,51,New Jersey,"Black or African American, 45 to 54 years",167    ,142    ,84.8    ,126    ,75.0    ,16    ,11.6    ,8.2 – 15,,
34,52,New Jersey,"Black or African American, 55 to 64 years",114    ,61    ,53.9    ,58    ,50.8    ,3    ,5.7    ,1.9 – 9.5,,
34,56,New Jersey,"Asian, 25 to 34 years",105    ,76    ,72.6    ,72    ,68.3    ,5    ,5.9    ,2.4 – 9.4,,
34,57,New Jersey,"Asian, 35 to 44 years",124    ,102    ,82.6    ,95    ,76.3    ,8    ,7.6    ,4.2 – 11,,
34,58,New Jersey,"Asian, 45 to 54 years",110    ,86    ,78.5    ,79    ,71.9    ,7    ,8.4    ,4.6 – 12.2,,
34,59,New Jersey,"Asian, 55 to 64 years",85    ,65    ,76.3    ,62    ,72.5    ,3    ,4.9    ,1.4 – 8.4,,
34,61,New Jersey,"Hispanic or Latino ethnicity, 16 to 19 years",93    ,27    ,29.0    ,20    ,21.2    ,7    ,26.9    ,16.1 – 37.7,,
34,62,New Jersey,"Hispanic or Latino ethnicity, 20 to 24 years",114    ,88    ,77.5    ,74    ,64.9    ,14    ,16.3    ,11.2 – 21.4,,
34,63,New Jersey,"Hispanic or Latino ethnicity, 25 to 34 years",278    ,235    ,84.7    ,204    ,73.5    ,31    ,13.2    ,10.4 – 16,,
34,64,New Jersey,"Hispanic or Latino ethnicity, 35 to 44 years",244    ,212    ,86.9    ,193    ,79.3    ,19    ,8.8    ,6.3 – 11.3,,
34,65,New Jersey,"Hispanic or Latino ethnicity, 45 to 54 years",193    ,160    ,82.7    ,144    ,74.3    ,16    ,10.1    ,7 – 13.2,,
34,66,New Jersey,"Hispanic or Latino ethnicity, 55 to 64 years",107    ,73    ,67.7    ,67    ,62.8    ,5    ,7.2    ,3.3 – 11.1,,
35,01,New Mexico,Total,"1,522    ",938    ,61.6    ,866    ,56.9    ,72    ,7.6    ,6.8 – 8.4,,
35,02,New Mexico,Men,734    ,495    ,67.4    ,454    ,61.8    ,41    ,8.4    ,7.3 – 9.5,,
35,03,New Mexico,Women,788    ,443    ,56.2    ,413    ,52.4    ,30    ,6.8    ,5.7 – 7.9,,
35,04,New Mexico,White,"1,291    ",811    ,62.8    ,750    ,58.1    ,61    ,7.5    ,6.6 – 8.4,,
35,05,New Mexico,"White, men",629    ,435    ,69.2    ,400    ,63.6    ,35    ,8.0    ,6.8 – 9.2,,
35,06,New Mexico,"White, women",662    ,376    ,56.8    ,350    ,52.9    ,26    ,6.9    ,5.7 – 8.1,,
35,07,New Mexico,Black or African American,40    ,23    ,55.7    ,21    ,51.4    ,2    ,7.8    ,2.9 – 12.7,,
35,10,New Mexico,Asian,28    ,17    ,59.5    ,16    ,57.2    ,1    ,3.9    ,( 2 ) – ( 2 ),,
35,13,New Mexico,Hispanic or Latino ethnicity,633    ,383    ,60.6    ,344    ,54.3    ,39    ,10.3    ,8.6 – 12,,
35,14,New Mexico,"Hispanic or Latino ethnicity, men",314    ,211    ,67.3    ,187    ,59.5    ,25    ,11.6    ,9.4 – 13.8,,
35,15,New Mexico,"Hispanic or Latino ethnicity, women",319    ,172    ,53.9    ,157    ,49.2    ,15    ,8.7    ,6.4 – 11,,
35,16,New Mexico,"Married men, spouse present",380    ,276    ,72.7    ,260    ,68.4    ,16    ,5.9    ,4.6 – 7.2,,
35,17,New Mexico,"Married women, spouse present",365    ,205    ,56.3    ,195    ,53.4    ,10    ,5.1    ,3.7 – 6.5,,
35,18,New Mexico,Women who maintain families,104    ,70    ,67.4    ,65    ,62.5    ,5    ,7.2    ,4.4 – 10,,
35,19,New Mexico,"Total, 16 to 19 years",108    ,34    ,31.8    ,27    ,25.4    ,7    ,20.1    ,14.6 – 25.6,,
35,20,New Mexico,"Total, 20 to 24 years",129    ,85    ,65.5    ,75    ,57.8    ,10    ,11.8    ,8.7 – 14.9,,
35,21,New Mexico,"Total, 25 to 34 years",282    ,218    ,77.2    ,197    ,69.9    ,20    ,9.4    ,7.6 – 11.2,,
35,22,New Mexico,"Total, 35 to 44 years",238    ,190    ,79.8    ,177    ,74.3    ,13    ,6.8    ,5.1 – 8.5,,
35,23,New Mexico,"Total, 45 to 54 years",282    ,226    ,80.2    ,215    ,76.1    ,12    ,5.1    ,3.7 – 6.5,,
35,24,New Mexico,"Total, 55 to 64 years",240    ,141    ,58.6    ,134    ,55.7    ,7    ,5.1    ,3.4 – 6.8,,
35,25,New Mexico,"Total, 65 years and over",243    ,45    ,18.4    ,42    ,17.2    ,3    ,6.5    ,3.1 – 9.9,,
35,26,New Mexico,"Men, 16 to 19 years",50    ,17    ,34.5    ,13    ,25.8    ,4    ,25.3    ,17.6 – 33,,
35,27,New Mexico,"Men, 20 to 24 years",60    ,41    ,68.8    ,35    ,58.6    ,6    ,14.9    ,10.2 – 19.6,,
